,Name,Date,Close,Marketcap
0,Dogecoin,16/12/13 23:59,0.00020473,1509085.16
1,Dogecoin,17/12/13 23:59,0.00026854,2169687.981
2,Dogecoin,18/12/13 23:59,0.00036163,3188943.21
3,Dogecoin,19/12/13 23:59,0.00116249,11150339.22
4,Dogecoin,20/12/13 23:59,0.00070387,7284337.118
5,Dogecoin,21/12/13 23:59,0.00039368,4360316.343
6,Dogecoin,22/12/13 23:59,0.00031476,3706592.188
7,Dogecoin,23/12/13 23:59,0.00045118,5644793.351
8,Dogecoin,24/12/13 23:59,0.00068555,9075937.822999999
9,Dogecoin,25/12/13 23:59,0.00058670,8194483.244
10,Dogecoin,26/12/13 23:59,0.00060196,8836621.016
11,Dogecoin,27/12/13 23:59,0.00052190,8016603.649
12,Dogecoin,28/12/13 23:59,0.00045853,7374148.777000001
13,Dogecoin,29/12/13 23:59,0.00045448,7634717.17
14,Dogecoin,30/12/13 23:59,0.00041587,7270541.899
15,Dogecoin,31/12/13 23:59,0.00042225,7689658.6729999995
16,Dogecoin,1/1/14 23:59,0.00043970,8335005.0
17,Dogecoin,2/1/14 23:59,0.00035305,6935467.097
18,Dogecoin,3/1/14 23:59,0.00030293,6162989.746
19,Dogecoin,4/1/14 23:59,0.00030083,6323971.52
20,Dogecoin,5/1/14 23:59,0.00027072,5883643.9120000005
21,Dogecoin,6/1/14 23:59,0.00025455,5711172.417
22,Dogecoin,7/1/14 23:59,0.00022456,5198193.35
23,Dogecoin,8/1/14 23:59,0.00022753,5422855.087
24,Dogecoin,9/1/14 23:59,0.00024559,6035300.022999999
25,Dogecoin,10/1/14 23:59,0.00037345,9440391.362
26,Dogecoin,11/1/14 23:59,0.00035644,9264268.562
27,Dogecoin,12/1/14 23:59,0.00034529,9207367.911
28,Dogecoin,13/1/14 23:59,0.00027760,7601922.097999999
29,Dogecoin,14/1/14 23:59,0.00034164,9605481.363
30,Dogecoin,15/1/14 23:59,0.00041323,11931633.85
31,Dogecoin,16/1/14 23:59,0.00038439,11370074.05
32,Dogecoin,17/1/14 23:59,0.00041547,12561727.17
33,Dogecoin,18/1/14 23:59,0.00058800,18272131.5
34,Dogecoin,19/1/14 23:59,0.00069677,22169606.1
35,Dogecoin,20/1/14 23:59,0.00125309,40786394.22
36,Dogecoin,21/1/14 23:59,0.00181421,60303237.82
37,Dogecoin,22/1/14 23:59,0.00149669,50918549.01
38,Dogecoin,23/1/14 23:59,0.00180027,62533457.92
39,Dogecoin,24/1/14 23:59,0.00178544,63302688.47
40,Dogecoin,25/1/14 23:59,0.00184380,66662005.24
41,Dogecoin,26/1/14 23:59,0.00159350,58716636.93
42,Dogecoin,27/1/14 23:59,0.00121880,45786156.09
43,Dogecoin,28/1/14 23:59,0.00135689,51898336.36
44,Dogecoin,29/1/14 23:59,0.00160244,62445845.26
45,Dogecoin,30/1/14 23:59,0.00152340,60519608.81
46,Dogecoin,31/1/14 23:59,0.00156025,63117338.36
47,Dogecoin,1/2/14 23:59,0.00145702,59980168.91
48,Dogecoin,2/2/14 23:59,0.00127932,53548596.06
49,Dogecoin,3/2/14 23:59,0.00126870,54008717.98
50,Dogecoin,4/2/14 23:59,0.00116063,50249778.39
51,Dogecoin,5/2/14 23:59,0.00130246,57322977.6
52,Dogecoin,6/2/14 23:59,0.00130602,58452601.24
53,Dogecoin,7/2/14 23:59,0.00112419,51122747.82
54,Dogecoin,8/2/14 23:59,0.00108135,49953520.57
55,Dogecoin,9/2/14 23:59,0.00129071,60542650.41
56,Dogecoin,10/2/14 23:59,0.00141400,67393069.11
57,Dogecoin,11/2/14 23:59,0.00181152,87595382.38
58,Dogecoin,12/2/14 23:59,0.00181778,89214372.41
59,Dogecoin,13/2/14 23:59,0.00157195,78282793.7
60,Dogecoin,14/2/14 23:59,0.00158356,79455162.83
61,Dogecoin,15/2/14 23:59,0.00152232,76915392.1
62,Dogecoin,16/2/14 23:59,0.00141301,71890510.91
63,Dogecoin,17/2/14 23:59,0.00134315,68798157.6
64,Dogecoin,18/2/14 23:59,0.00142597,73586049.01
65,Dogecoin,19/2/14 23:59,0.00134361,69808197.69
66,Dogecoin,20/2/14 23:59,0.00121164,63379542.99
67,Dogecoin,21/2/14 23:59,0.00120812,63633878.91
68,Dogecoin,22/2/14 23:59,0.00127842,67806905.89
69,Dogecoin,23/2/14 23:59,0.00118508,63278066.6
70,Dogecoin,24/2/14 23:59,0.00107523,57786061.19
71,Dogecoin,25/2/14 23:59,0.00098943,53533217.28
72,Dogecoin,26/2/14 23:59,0.00118602,64611273.88
73,Dogecoin,27/2/14 23:59,0.00115917,63563005.42
74,Dogecoin,28/2/14 23:59,0.00107146,59135338.43
75,Dogecoin,1/3/14 23:59,0.00105674,58696774.73
76,Dogecoin,2/3/14 23:59,0.00095322,53288517.34
77,Dogecoin,3/3/14 23:59,0.00109953,61867089.91
78,Dogecoin,4/3/14 23:59,0.00104400,59105822.74
79,Dogecoin,5/3/14 23:59,0.00105922,60342698.69
80,Dogecoin,6/3/14 23:59,0.00101163,57982808.58
81,Dogecoin,7/3/14 23:59,0.00092756,53493574.97
82,Dogecoin,8/3/14 23:59,0.00083341,48362630.49
83,Dogecoin,9/3/14 23:59,0.00087119,50869813.08
84,Dogecoin,10/3/14 23:59,0.00077839,45723953.45
85,Dogecoin,11/3/14 23:59,0.00076700,45320158.93
86,Dogecoin,12/3/14 23:59,0.00090647,53890131.2
87,Dogecoin,13/3/14 23:59,0.00086825,51940375.52
88,Dogecoin,14/3/14 23:59,0.00086663,52133751.99
89,Dogecoin,15/3/14 23:59,0.00084022,50835717.39
90,Dogecoin,16/3/14 23:59,0.00082634,50285347.72
91,Dogecoin,17/3/14 23:59,0.00077919,47686729.28
92,Dogecoin,18/3/14 23:59,0.00076680,47182779.34
93,Dogecoin,19/3/14 23:59,0.00077249,47792893.42
94,Dogecoin,20/3/14 23:59,0.00072326,44990170.35
95,Dogecoin,21/3/14 23:59,0.00068930,43105372.0
96,Dogecoin,22/3/14 23:59,0.00068583,43119659.35
97,Dogecoin,23/3/14 23:59,0.00074382,47012121.06
98,Dogecoin,24/3/14 23:59,0.00074301,47208407.95
99,Dogecoin,25/3/14 23:59,0.00065265,41685016.71
100,Dogecoin,26/3/14 23:59,0.00063950,41056918.56
101,Dogecoin,27/3/14 23:59,0.00046686,30126366.76
102,Dogecoin,28/3/14 23:59,0.00051870,33639142.74
103,Dogecoin,29/3/14 23:59,0.00058784,38323567.09
104,Dogecoin,30/3/14 23:59,0.00053012,34736734.04
105,Dogecoin,31/3/14 23:59,0.00050515,33267623.59
106,Dogecoin,1/4/14 23:59,0.00053704,35541929.43
107,Dogecoin,2/4/14 23:59,0.00042937,28556987.22
108,Dogecoin,3/4/14 23:59,0.00044810,29951046.9
109,Dogecoin,4/4/14 23:59,0.00044630,29974150.86
110,Dogecoin,5/4/14 23:59,0.00047044,31746604.64
111,Dogecoin,6/4/14 23:59,0.00045994,31183539.46
112,Dogecoin,7/4/14 23:59,0.00045772,31181254.33
113,Dogecoin,8/4/14 23:59,0.00045085,30860749.87
114,Dogecoin,9/4/14 23:59,0.00044136,30351833.99
115,Dogecoin,10/4/14 23:59,0.00034719,23987961.21
116,Dogecoin,11/4/14 23:59,0.00044013,30552383.83
117,Dogecoin,12/4/14 23:59,0.00042011,29299432.28
118,Dogecoin,13/4/14 23:59,0.00038930,27278892.49
119,Dogecoin,14/4/14 23:59,0.00046138,32477779.15
120,Dogecoin,15/4/14 23:59,0.00058744,41542470.56
121,Dogecoin,16/4/14 23:59,0.00070773,50283290.69
122,Dogecoin,17/4/14 23:59,0.00064343,45929096.22
123,Dogecoin,18/4/14 23:59,0.00061691,44239278.8
124,Dogecoin,19/4/14 23:59,0.00064630,46564361.34
125,Dogecoin,20/4/14 23:59,0.00062851,45497406.19
126,Dogecoin,21/4/14 23:59,0.00062141,45192977.23
127,Dogecoin,22/4/14 23:59,0.00058802,42961351.22
128,Dogecoin,23/4/14 23:59,0.00056961,41808109.74
129,Dogecoin,24/4/14 23:59,0.00058558,43173805.34
130,Dogecoin,25/4/14 23:59,0.00047623,35272015.03
131,Dogecoin,26/4/14 23:59,0.00047172,35093997.23
132,Dogecoin,27/4/14 23:59,0.00043998,32876233.08
133,Dogecoin,28/4/14 23:59,0.00048050,36034287.31
134,Dogecoin,29/4/14 23:59,0.00049478,37188481.47
135,Dogecoin,30/4/14 23:59,0.00050112,37748839.87
136,Dogecoin,1/5/14 23:59,0.00050446,38085603.81
137,Dogecoin,2/5/14 23:59,0.00048217,36481503.32
138,Dogecoin,3/5/14 23:59,0.00046224,35050656.88
139,Dogecoin,4/5/14 23:59,0.00046821,35579321.35
140,Dogecoin,5/5/14 23:59,0.00045422,34591070.82
141,Dogecoin,6/5/14 23:59,0.00045651,34843339.05
142,Dogecoin,7/5/14 23:59,0.00047268,36156075.61
143,Dogecoin,8/5/14 23:59,0.00047063,36077040.36
144,Dogecoin,9/5/14 23:59,0.00049385,37938150.2
145,Dogecoin,10/5/14 23:59,0.00047810,36809591.14
146,Dogecoin,11/5/14 23:59,0.00045618,35195734.69
147,Dogecoin,12/5/14 23:59,0.00045364,35073822.44
148,Dogecoin,13/5/14 23:59,0.00044937,34818973.87
149,Dogecoin,14/5/14 23:59,0.00045603,35409144.79
150,Dogecoin,15/5/14 23:59,0.00045476,35383914.82
151,Dogecoin,16/5/14 23:59,0.00045069,35142037.72
152,Dogecoin,17/5/14 23:59,0.00045284,35383996.32
153,Dogecoin,18/5/14 23:59,0.00044859,35125193.99
154,Dogecoin,19/5/14 23:59,0.00044396,34833346.83
155,Dogecoin,20/5/14 23:59,0.00046555,36598879.96
156,Dogecoin,21/5/14 23:59,0.00045621,35936515.9
157,Dogecoin,22/5/14 23:59,0.00042204,33310883.37
158,Dogecoin,23/5/14 23:59,0.00041303,32665535.2
159,Dogecoin,24/5/14 23:59,0.00042653,33798589.14
160,Dogecoin,25/5/14 23:59,0.00042514,33755003.54
161,Dogecoin,26/5/14 23:59,0.00040321,32078558.32
162,Dogecoin,27/5/14 23:59,0.00039729,31669882.95
163,Dogecoin,28/5/14 23:59,0.00039871,31844196.46
164,Dogecoin,29/5/14 23:59,0.00038996,31206562.71
165,Dogecoin,30/5/14 23:59,0.00034675,27802926.63
166,Dogecoin,31/5/14 23:59,0.00033901,27234153.58
167,Dogecoin,1/6/14 23:59,0.00040266,32411546.64
168,Dogecoin,2/6/14 23:59,0.00039540,31889394.16
169,Dogecoin,3/6/14 23:59,0.00038620,31208320.29
170,Dogecoin,4/6/14 23:59,0.00036203,29311663.6
171,Dogecoin,5/6/14 23:59,0.00036030,29228510.76
172,Dogecoin,6/6/14 23:59,0.00036207,29429677.21
173,Dogecoin,7/6/14 23:59,0.00036680,29872119.44
174,Dogecoin,8/6/14 23:59,0.00035966,29346442.53
175,Dogecoin,9/6/14 23:59,0.00036216,29604752.99
176,Dogecoin,10/6/14 23:59,0.00038243,31324017.78
177,Dogecoin,11/6/14 23:59,0.00042034,34495482.06
178,Dogecoin,12/6/14 23:59,0.00038200,31410916.76
179,Dogecoin,13/6/14 23:59,0.00039154,32255834.06
180,Dogecoin,14/6/14 23:59,0.00037636,31062892.73
181,Dogecoin,15/6/14 23:59,0.00037361,30894939.95
182,Dogecoin,16/6/14 23:59,0.00036510,30249348.25
183,Dogecoin,17/6/14 23:59,0.00036335,30163561.12
184,Dogecoin,18/6/14 23:59,0.00035842,29810960.37
185,Dogecoin,19/6/14 23:59,0.00035894,29911946.82
186,Dogecoin,20/6/14 23:59,0.00035278,29457140.05
187,Dogecoin,21/6/14 23:59,0.00034696,29026652.35
188,Dogecoin,22/6/14 23:59,0.00034214,28678378.53
189,Dogecoin,23/6/14 23:59,0.00032617,27392179.93
190,Dogecoin,24/6/14 23:59,0.00031051,26128265.53
191,Dogecoin,25/6/14 23:59,0.00026915,22692211.0
192,Dogecoin,26/6/14 23:59,0.00029562,24971901.03
193,Dogecoin,27/6/14 23:59,0.00029362,24848472.82
194,Dogecoin,28/6/14 23:59,0.00027628,23425840.67
195,Dogecoin,29/6/14 23:59,0.00027050,22979319.87
196,Dogecoin,30/6/14 23:59,0.00026661,22691565.22
197,Dogecoin,1/7/14 23:59,0.00025878,22067709.94
198,Dogecoin,2/7/14 23:59,0.00022335,19082286.28
199,Dogecoin,3/7/14 23:59,0.00021948,18786806.24
200,Dogecoin,4/7/14 23:59,0.00023450,20109656.44
201,Dogecoin,5/7/14 23:59,0.00022275,19137945.99
202,Dogecoin,6/7/14 23:59,0.00022626,19475972.17
203,Dogecoin,7/7/14 23:59,0.00022271,19204274.09
204,Dogecoin,8/7/14 23:59,0.00026240,22667592.32
205,Dogecoin,9/7/14 23:59,0.00027491,23792520.47
206,Dogecoin,10/7/14 23:59,0.00026341,22838236.67
207,Dogecoin,11/7/14 23:59,0.00027293,23705424.6
208,Dogecoin,12/7/14 23:59,0.00027266,23723766.71
209,Dogecoin,13/7/14 23:59,0.00027032,23560761.07
210,Dogecoin,14/7/14 23:59,0.00025814,22537801.94
211,Dogecoin,15/7/14 23:59,0.00025433,22240852.53
212,Dogecoin,16/7/14 23:59,0.00023364,20450952.24
213,Dogecoin,17/7/14 23:59,0.00026083,22850367.42
214,Dogecoin,18/7/14 23:59,0.00024723,21678731.49
215,Dogecoin,19/7/14 23:59,0.00024459,21467091.41
216,Dogecoin,20/7/14 23:59,0.00024038,21117049.97
217,Dogecoin,21/7/14 23:59,0.00023679,20820064.25
218,Dogecoin,22/7/14 23:59,0.00022043,19399065.69
219,Dogecoin,23/7/14 23:59,0.00022490,19810084.97
220,Dogecoin,24/7/14 23:59,0.00021717,19146660.81
221,Dogecoin,25/7/14 23:59,0.00021319,18812726.64
222,Dogecoin,26/7/14 23:59,0.00020824,18391873.96
223,Dogecoin,27/7/14 23:59,0.00021693,19176772.15
224,Dogecoin,28/7/14 23:59,0.00020252,17918023.83
225,Dogecoin,29/7/14 23:59,0.00020944,18546590.46
226,Dogecoin,30/7/14 23:59,0.00020312,18000752.84
227,Dogecoin,31/7/14 23:59,0.00020931,18565327.11
228,Dogecoin,1/8/14 23:59,0.00021090,18721313.97
229,Dogecoin,2/8/14 23:59,0.00020740,18426466.53
230,Dogecoin,3/8/14 23:59,0.00020283,18035611.04
231,Dogecoin,4/8/14 23:59,0.00020143,17926585.12
232,Dogecoin,5/8/14 23:59,0.00018854,16794301.59
233,Dogecoin,6/8/14 23:59,0.00017806,15874075.89
234,Dogecoin,7/8/14 23:59,0.00017599,15702929.1
235,Dogecoin,8/8/14 23:59,0.00017044,15221249.06
236,Dogecoin,9/8/14 23:59,0.00016737,14959796.93
237,Dogecoin,10/8/14 23:59,0.00015955,14272391.45
238,Dogecoin,11/8/14 23:59,0.00014389,12882862.15
239,Dogecoin,12/8/14 23:59,0.00014855,13311034.52
240,Dogecoin,13/8/14 23:59,0.00014192,12727977.07
241,Dogecoin,14/8/14 23:59,0.00014565,13073130.72
242,Dogecoin,15/8/14 23:59,0.00012048,10822882.62
243,Dogecoin,16/8/14 23:59,0.00013477,12117011.6
244,Dogecoin,17/8/14 23:59,0.00012563,11304365.01
245,Dogecoin,18/8/14 23:59,0.00010749,9680275.595
246,Dogecoin,19/8/14 23:59,0.00011447,10318167.37
247,Dogecoin,20/8/14 23:59,0.00013035,11758802.14
248,Dogecoin,21/8/14 23:59,0.00013189,11908057.23
249,Dogecoin,22/8/14 23:59,0.00012520,11314122.63
250,Dogecoin,23/8/14 23:59,0.00012045,10893810.89
251,Dogecoin,24/8/14 23:59,0.00012626,11429908.18
252,Dogecoin,25/8/14 23:59,0.00011267,10208034.07
253,Dogecoin,26/8/14 23:59,0.00014453,13105896.02
254,Dogecoin,27/8/14 23:59,0.00013925,12637528.51
255,Dogecoin,28/8/14 23:59,0.00013088,11888619.9
256,Dogecoin,29/8/14 23:59,0.00012926,11751605.2
257,Dogecoin,30/8/14 23:59,0.00013544,12323561.78
258,Dogecoin,31/8/14 23:59,0.00013098,11927737.67
259,Dogecoin,1/9/14 23:59,0.00013058,11901169.62
260,Dogecoin,2/9/14 23:59,0.00013207,12047828.0
261,Dogecoin,3/9/14 23:59,0.00013984,12767048.76
262,Dogecoin,4/9/14 23:59,0.00015694,14340688.71
263,Dogecoin,5/9/14 23:59,0.00016317,14921404.79
264,Dogecoin,6/9/14 23:59,0.00021075,19288796.55
265,Dogecoin,7/9/14 23:59,0.00018813,17232466.47
266,Dogecoin,8/9/14 23:59,0.00017539,16078523.31
267,Dogecoin,9/9/14 23:59,0.00019457,17851362.81
268,Dogecoin,10/9/14 23:59,0.00018633,17108518.77
269,Dogecoin,11/9/14 23:59,0.00020376,18725424.55
270,Dogecoin,12/9/14 23:59,0.00020539,18893404.0
271,Dogecoin,13/9/14 23:59,0.00026713,24595604.41
272,Dogecoin,14/9/14 23:59,0.00034515,31808853.06
273,Dogecoin,15/9/14 23:59,0.00032609,30076309.41
274,Dogecoin,16/9/14 23:59,0.00029409,27124922.59
275,Dogecoin,17/9/14 23:59,0.00026809,24727122.56
276,Dogecoin,18/9/14 23:59,0.00029753,27442575.52
277,Dogecoin,19/9/14 23:59,0.00027729,25575211.62
278,Dogecoin,20/9/14 23:59,0.00029184,26917673.42
279,Dogecoin,21/9/14 23:59,0.00028782,26546617.16
280,Dogecoin,22/9/14 23:59,0.00029830,27513226.55
281,Dogecoin,23/9/14 23:59,0.00031285,29074961.75
282,Dogecoin,24/9/14 23:59,0.00034834,32403063.44
283,Dogecoin,25/9/14 23:59,0.00037509,34923682.61
284,Dogecoin,26/9/14 23:59,0.00045075,42007278.0
285,Dogecoin,27/9/14 23:59,0.00037516,34994917.43
286,Dogecoin,28/9/14 23:59,0.00039203,36602459.7
287,Dogecoin,29/9/14 23:59,0.00039632,37037165.34
288,Dogecoin,30/9/14 23:59,0.00039947,37365528.17
289,Dogecoin,1/10/14 23:59,0.00037112,34745106.34
290,Dogecoin,2/10/14 23:59,0.00033374,31269114.07
291,Dogecoin,3/10/14 23:59,0.00032634,30589339.58
292,Dogecoin,4/10/14 23:59,0.00029997,28129941.92
293,Dogecoin,5/10/14 23:59,0.00027317,25629220.97
294,Dogecoin,6/10/14 23:59,0.00029792,27963750.99
295,Dogecoin,7/10/14 23:59,0.00029665,27856869.32
296,Dogecoin,8/10/14 23:59,0.00029431,27650581.78
297,Dogecoin,9/10/14 23:59,0.00029292,27532764.42
298,Dogecoin,10/10/14 23:59,0.00027085,25469969.53
299,Dogecoin,11/10/14 23:59,0.00027831,26183383.14
300,Dogecoin,12/10/14 23:59,0.00029005,27299819.84
301,Dogecoin,13/10/14 23:59,0.00028472,26810359.91
302,Dogecoin,14/10/14 23:59,0.00028541,26886803.15
303,Dogecoin,15/10/14 23:59,0.00026824,25281468.87
304,Dogecoin,16/10/14 23:59,0.00025812,24338154.82
305,Dogecoin,17/10/14 23:59,0.00025042,23623640.79
306,Dogecoin,18/10/14 23:59,0.00025730,24283009.35
307,Dogecoin,19/10/14 23:59,0.00024352,22993792.15
308,Dogecoin,20/10/14 23:59,0.00023179,21895507.48
309,Dogecoin,21/10/14 23:59,0.00023015,21750712.69
310,Dogecoin,22/10/14 23:59,0.00025624,24226766.79
311,Dogecoin,23/10/14 23:59,0.00024534,23206280.42
312,Dogecoin,24/10/14 23:59,0.00025096,23749305.04
313,Dogecoin,25/10/14 23:59,0.00024637,23325394.14
314,Dogecoin,26/10/14 23:59,0.00024889,23574299.9
