,Name,Date,Close,Marketcap
0,Shiba,22/1/22,0.00002217,12212883707
1,Shiba,21/1/22,0.00002217,14620746755
2,Shiba,20/1/22,0.00002647,15074965504
3,Shiba,19/1/22,0.00002734,15495831260
4,Shiba,18/1/22,0.00002819,15891202083
5,Shiba,17/1/22,0.00002892,16795821018
6,Shiba,16/1/22,0.00003057,16963772017
7,Shiba,15/1/22,0.00003091,16910935921
8,Shiba,14/1/22,0.00003087,16436876320
9,Shiba,13/1/22,0.00002979,17708253734
10,Shiba,12/1/22,0.00003197,15251282327
11,Shiba,11/1/22,0.00002771,14736437267
12,Shiba,10/1/22,0.00002680,15526997409
13,Shiba,9/1/22,0.00002832,15333795500
14,Shiba,8/1/22,0.00002784,15969962380
15,Shiba,7/1/22,0.00002900,16961671710
16,Shiba,6/1/22,0.00003085,16846277325
17,Shiba,5/1/22,0.00003058,18001325841
18,Shiba,4/1/22,0.00003258,18255718056
19,Shiba,3/1/22,0.00003320,18743982834
20,Shiba,2/1/22,0.00003405,18746143091
21,Shiba,1/1/22,0.00003416,18446881461
22,Shiba,31/12/21,0.00003345,18509600801
23,Shiba,30/12/21,0.00003374,18352763924
24,Shiba,29/12/21,0.00003362,19369704769
25,Shiba,28/12/21,0.00003515,21457675086
26,Shiba,27/12/21,0.00003907,21119820941
27,Shiba,26/12/21,0.00003845,20880986818
28,Shiba,25/12/21,0.00003798,20044341035
29,Shiba,24/12/21,0.00003654,21213050189
30,Shiba,23/12/21,0.00003882,19337131678
31,Shiba,22/12/21,0.00003516,18399650924
32,Shiba,21/12/21,0.00003336,17352937256
33,Shiba,20/12/21,0.00003152,17007120556
34,Shiba,19/12/21,0.00003089,17297145207
35,Shiba,18/12/21,0.00003151,17142168121
36,Shiba,17/12/21,0.00003123,18018005905
37,Shiba,16/12/21,0.00003287,18550839175
38,Shiba,15/12/21,0.00003388,18601086716
39,Shiba,14/12/21,0.00003396,18129253745
40,Shiba,13/12/21,0.00003305,20122253769
41,Shiba,12/12/21,0.00003666,18892968784
42,Shiba,11/12/21,0.00003440,18747189927
43,Shiba,10/12/21,0.00003382,19299390544
44,Shiba,9/12/21,0.00003497,20326234005
45,Shiba,8/12/21,0.00003701,19962661617
46,Shiba,7/12/21,0.00003634,20279468641
47,Shiba,6/12/21,0.00003702,19955037755
48,Shiba,5/12/21,0.00003637,20456793687
49,Shiba,4/12/21,0.00003668,22462610152
50,Shiba,3/12/21,0.00004074,23319900485
51,Shiba,2/12/21,0.00004233,24151563769
52,Shiba,1/12/21,0.00004404,26227146482
53,Shiba,30/11/21,0.00004741,24249907967
54,Shiba,29/11/21,0.00004459,21510937155
55,Shiba,28/11/21,0.00003911,21377199875
56,Shiba,27/11/21,0.00003907,21164740263
57,Shiba,26/11/21,0.00003862,23288544261
58,Shiba,25/11/21,0.00004237,20801139834
59,Shiba,24/11/21,0.00003789,22768767695
60,Shiba,23/11/21,0.00004157,23733982428
61,Shiba,22/11/21,0.00004322,24491716701
62,Shiba,21/11/21,0.00004443,26281748000
63,Shiba,20/11/21,0.00004791,26744626085
64,Shiba,19/11/21,0.00004878,23196952031
65,Shiba,18/11/21,0.00004241,26518366690
66,Shiba,17/11/21,0.00004834,26889250569
67,Shiba,16/11/21,0.00004889,29630493952
68,Shiba,15/11/21,0.00005383,29325630728
69,Shiba,14/11/21,0.00005365,28458274696
70,Shiba,13/11/21,0.00005186,28724857297
71,Shiba,12/11/21,0.00005228,30931022448
72,Shiba,11/11/21,0.00005637,27769210281
73,Shiba,10/11/21,0.00005064,30255648286
74,Shiba,9/11/21,0.00005507,30370919888
75,Shiba,8/11/21,0.00005500,31385130904
76,Shiba,7/11/21,0.00005715,32164946211
77,Shiba,6/11/21,0.00005883,34832682873
78,Shiba,5/11/21,0.00006282,28140266477
79,Shiba,4/11/21,0.00004936,31344514626
80,Shiba,3/11/21,0.00005640,37877792853
81,Shiba,2/11/21,0.00006897,39099662015
82,Shiba,1/11/21,0.00007143,36737284692
83,Shiba,31/10/21,0.00006707,35714388404
84,Shiba,30/10/21,0.00006503,41191243533
85,Shiba,29/10/21,0.00007514,37402449272
86,Shiba,28/10/21,0.00006805,40993209187
87,Shiba,27/10/21,0.00008190,23643481689
88,Shiba,26/10/21,0.00004766,20946734463
89,Shiba,25/10/21,0.00004226,17783824333
90,Shiba,24/10/21,0.00003599,16983479797
91,Shiba,23/10/21,0.00003391,13909693200
92,Shiba,22/10/21,0.00002798,13714415715
93,Shiba,21/10/21,0.00002759,14514712248
94,Shiba,20/10/21,0.00002924,14018497725
95,Shiba,19/10/21,0.00002815,14022304848
96,Shiba,18/10/21,0.00002863,13746497337
97,Shiba,17/10/21,0.00002761,12797217384
98,Shiba,16/10/21,0.00002571,12686501231
